2,0.42897412664854523,0.1455394426981608,56.966189781824745
3,0.44179334877009296,0.12150533994038899,35.505961418151855
4,0.44175979059699994,0.11292409896850586,24.05053226153056
5,0.44431021175207225,0.10485998789469402,19.847550630569458
6,0.44830363435014603,0.10010639826456706,17.41167664527893
7,0.44538407329105006,0.0973042647043864,13.037485043207804
8,0.4641095338769758,0.0959004561106364,11.937713702519735
9,0.4625658579146951,0.0934903621673584,10.160375038782755
10,0.4480687271384946,0.09204316139221191,8.533669710159302
11,0.4469948655995168,0.09266114234924316,8.941968282063803
12,0.4525319641598711,0.09116705258687337,6.56175168355306
13,0.46679418772442033,0.08971500396728516,6.308915297190349
14,0.4669619785898856,0.09067813555399577,6.324319044748942
15,0.48213027282794724,0.08928887049357097,5.495450496673584
16,0.47592201080573177,0.08920836448669434,4.782319148381551
17,0.46481425551192995,0.09025684992472331,4.449473063151042
18,0.4750159401322192,0.08761326471964519,4.6392552852630615
19,0.46545186080069795,0.08755381902058919,4.267494996388753
20,0.4627336487801604,0.0882558822631836,4.012714227040608
21,0.4740763112856136,0.08898544311523438,3.9362448851267495
22,0.48273431994362226,0.08840338389078777,3.688411553700765
23,0.4828349944629014,0.08605106671651204,3.199367125829061
24,0.4700828886875399,0.08610788981119792,3.7162155310312905
25,0.4752508473438706,0.08630959192911784,3.327428658803304
26,0.4802510151347361,0.08656779925028484,3.1670422554016113
27,0.470150005033726,0.08673787117004395,3.3527207374572754
28,0.48266720359743615,0.08738231658935547,3.1404902140299478
29,0.4769287559985234,0.08782291412353516,3.1828441619873047
30,0.4774321285949193,0.08450929323832194,2.5739296277364097
31,0.4706533776301218,0.08488090833028157,2.705552260080973
32,0.4768616396523373,0.08542903264363606,2.5800840854644775
33,0.46323702137655626,0.08532857894897461,2.723931630452474
34,0.4756535454209873,0.08583712577819824,2.652250051498413
35,0.48266720359743615,0.0856635570526123,2.71580171585083
36,0.48323769254001814,0.0863939921061198,2.540116866429647
37,0.483170576193832,0.08589577674865723,2.536820729573568
38,0.47666029061377896,0.08666229248046875,2.690551201502482
39,0.48266720359743615,0.08629449208577473,2.5291800498962402
40,0.48280143628980837,0.08637626965840657,2.56119704246521
41,0.48323769254001814,0.08664687474568684,2.550730069478353
42,0.48323769254001814,0.08727884292602539,2.5180450280507407
43,0.48374106513641396,0.08693885803222656,2.5846107800801597
44,0.4774321285949193,0.0877381165822347,2.5463920434316
45,0.48374106513641396,0.08368206024169922,1.9919209480285645
46,0.4643444410886271,0.08455268541971843,2.106736660003662
47,0.4818953656162958,0.08374993006388347,2.0230888525644937
48,0.48323769254001814,0.08460529645284016,2.1101576487223306
49,0.48374106513641396,0.08399621645609538,2.015693426132202
50,0.48374106513641396,0.08507243792215984,2.023643652598063
51,0.48323769254001814,0.0845046838124593,2.099013169606527
52,0.48374106513641396,0.08443037668863933,1.9909027417500813
53,0.48374106513641396,0.08434995015462239,1.9935691356658936
54,0.48323769254001814,0.08469112714131673,1.9990829626719158
55,0.48374106513641396,0.08469565709431966,2.000324010848999
56,0.48323769254001814,0.08516875902811687,2.0240538120269775
57,0.48374106513641396,0.08494822184244792,2.031259854634603
58,0.483170576193832,0.08472728729248047,1.9843331972757976
59,0.48374106513641396,0.08475248018900554,2.0267322063446045
60,0.48374106513641396,0.08598947525024414,1.9928807417551677
61,0.48323769254001814,0.0854790210723877,2.1040074825286865
62,0.48374106513641396,0.08549356460571289,1.9856607913970947
63,0.483170576193832,0.08608190218607585,1.9943846066792805
64,0.48374106513641396,0.08564956982930501,2.0130128860473633
2
1
1
1
1
4
1
1
4
1
4
1
4
2
1
1
2
1
2
2
1
4
2
2
2
4
1
1
1
1
4
1
2
1
2
1
1
1
2
2
4
2
1
4
4
4
2
4
4
1
1
2
2
1
1
2
2
1
2
2
4
4
1
2
4
2
4
2
1
2
2
4
1
1
2
2
2
1
4
1
2
4
1
1
4
4
1
1
4
1
1
4
4
2
1
2
1
1
2
2
2
2
4
2
4
4
1
1
1
2
2
2
1
4
1
2
4
1
2
2
1
1
2
4
4
2
2
2
4
2
1
4
1
1
1
1
1
2
2
1
1
1
1
1
4
2
2
2
2
4
4
1
4
1
2
1
4
1
2
2
2
2
1
2
2
2
4
1
2
1
2
1
2
1
1
4
1
1
1
2
1
1
1
1
2
1
2
2
2
4
1
4
1
1
4
2
2
4
1
2
2
2
4
1
2
4
2
2
4
2
1
2
4
2
2
4
1
2
1
1
4
1
1
2
2
1
2
1
1
2
2
1
2
2
2
2
1
4
2
2
4
2
2
1
2
1
4
2
1
4
4
4
1
2
2
2
1
2
1
4
4
2
1
2
2
1
4
2
4
1
2
4
1
2
4
2
4
1
4
2
4
2
1
2
1
4
2
4
4
2
4
2
1
2
2
2
2
1
4
1
1
1
2
2
4
2
2
4
4
4
4
2
2
4
4
2
4
1
1
1
2
4
2
1
2
2
1
2
1
1
2
1
1
4
4
2
1
2
2
2
4
2
2
4
1
2
2
2
1
1
1
1
2
1
1
1
2
4
2
2
2
2
4
2
1
1
2
2
1
4
1
4
4
4
2
2
1
1
1
1
1
2
1
2
2
2
2
4
4
1
4
2
2
1
4
2
1
2
1
1
2
1
2
1
4
1
4
4
2
2
1
1
4
2
2
4
4
2
2
2
2
2
1
1
1
1
1
2
4
1
2
2
4
4
1
1
1
1
1
2
4
4
1
1
4
2
1
1
2
2
1
4
1
2
2
1
4
1
2
2
4
1
1
4
1
4
2
4
1
2
4
1
2
2
1
4
2
1
4
4
2
2
2
1
1
4
1
2
1
1
2
1
2
1
2
1
4
1
2
1
2
4
2
2
4
4
4
1
1
4
4
1
1
2
1
1
4
1
1
2
2
1
2
1
1
2
2
2
1
4
2
1
2
2
2
4
1
4
2
1
4
2
2
4
2
4
1
2
1
1
1
1
1
2
1
4
2
2
4
2
1
4
4
1
1
1
4
4
2
2
1
2
1
1
2
1
4
1
1
1
1
1
2
2
1
4
4
1
2
1
2
2
2
4
4
4
4
1
2
2
4
1
2
1
1
1
2
4
2
4
1
2
2
2
2
2
1
2
1
1
4
2
1
1
2
1
1
4
1
1
4
1
2
1
1
2
2
4
4
1
2
2
1
2
2
1
2
4
1
1
2
4
2
1
1
2
1
2
1
1
4
2
1
2
1
2
2
1
1
1
2
1
2
4
1
1
2
4
1
1
4
1
1
1
4
2
2
1
1
1
4
1
1
4
2
1
1
1
2
1
4
2
4
1
2
2
2
1
1
1
1
2
2
2
4
1
2
2
1
2
2
4
1
1
2
1
2
4
1
4
4
4
2
1
1
2
4
1
1
1
1
1
4
2
1
1
2
2
1
2
2
4
2
2
1
1
4
1
1
1
2
4
2
1
4
2
1
1
1
1
2
1
1
2
1
4
1
2
1
1
1
4
4
1
2
2
4
1
2
1
2
1
4
4
1
4
4
1
2
4
2
2
1
1
2
2
4
2
1
2
4
1
2
1
1
1
1
2
1
2
2
2
4
1
2
2
2
1
1
4
4
1
4
2
4
4
1
4
4
1
2
1
4
1
1
1
2
2
4
1
1
1
2
2
2
1
2
2
2
1
2
2
2
1
1
1
1
2
2
1
1
4
1
2
2
1
1
2
4
2
4
4
1
4
1
2
1
4
1
2
2
2
1
2
1
1
4
1
1
1
4
2
4
4
4
2
1
4
1
1
2
2
4
4
2
2
1
1
1
2
1
4
1
1
1
4
2
2
4
1
4
1
1
2
1
1
4
1
1
1
1
1
4
2
2
2
1
1
2
1
1
2
1
1
1
2
1
1
1
2
2
4
4
1
1
2
2
2
1
1
2
2
2
2
2
2
2
1
4
2
2
1
1
1
1
1
4
4
4
1
2
4
1
1
4
4
4
